id,institution_code,program_code,catalog_year,slot_code,title,credits,level,residency_required,sort_order,group_name
7cf0cf61-7189-59c4-a8d5-9a48e5470307,TESU,BSCY,2025-2026,ELEC1,Free Elective I,3,LOWER,false,31,Major
ae5c5255-8baf-58cc-9a5c-d55ed8b4f5b1,TESU,BSCY,2025-2026,ELEC2,Free Elective II,3,LOWER,false,32,Major
9314493f-2447-53cb-bd9a-3bd3333303bd,TESU,BSCY,2025-2026,ELEC3,Free Elective III,3,LOWER,false,33,Major
0c4d09fe-ed1f-5743-9686-ff44641423f4,TESU,BSCY,2025-2026,ELEC4,Free Elective IV,3,LOWER,false,34,Major
b7c88c85-d8c1-558a-8be8-cf4b6a821688,TESU,BALS,2025-2026,ENG1,English Composition I,3,LOWER,false,1,General Education
455fab02-4380-5247-b8e1-5bdc9d985da8,TESU,BALS,2025-2026,ENG2,English Composition II,3,LOWER,false,2,General Education
f9bc34a6-3a32-5810-b400-6fa9c9c07e38,TESU,BALS,2025-2026,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
9e7ebdc0-2830-5721-9f05-e6a9108c06ad,TESU,BALS,2025-2026,STAT,Introductory Statistics,3,LOWER,false,4,General Education
8afec61d-7cb0-5cb2-bb72-0d09e5feb258,TESU,BALS,2025-2026,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
fcd4045d-f2d7-563c-9f7b-265bcd6693ca,TESU,BALS,2025-2026,NS2,Natural Science,3,LOWER,false,6,General Education
d7f2e10b-9c77-5f45-9065-7513aff4ea5c,TESU,BALS,2025-2026,HUM1,Humanities I,3,LOWER,false,7,General Education
38329b75-e067-5d0a-a852-65e642de5711,TESU,BALS,2025-2026,HUM2,Humanities II,3,LOWER,false,8,General Education
83119f65-9260-55b4-aef3-eabaa76c0361,TESU,BALS,2025-2026,SS1,Social Science I,3,LOWER,false,9,General Education
2e4677d4-1150-5117-9707-e864e70759af,TESU,BALS,2025-2026,SS2,Social Science II,3,LOWER,false,10,General Education
f6086c8e-c1c5-5d43-9bbf-8e1a10f30d43,TESU,BALS,2025-2026,HIST,History,3,LOWER,false,11,General Education
1ab63c78-5040-5191-a65d-05235b56e10d,TESU,BALS,2025-2026,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
703b72d7-9b17-58cf-8c08-e158d119236a,TESU,BALS,2025-2026,ETHICS,Ethics,3,LOWER,false,13,General Education
dcd731d2-1ccb-54f0-944e-a39b782084ef,TESU,BALS,2025-2026,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
9616824d-2423-5db6-9f68-379aacbd02bb,TESU,BALS,2025-2026,ILP,Degree Design / Information Literacy,3,LOWER,false,15,Major
1ce0e846-e7d8-5fa7-97d7-077802176573,TESU,BALS,2025-2026,LEAD,Leadership / Organizational Behavior,3,UPPER,false,16,Major
65f8bc00-1010-5f8c-8ed6-82b4a6f7dbc8,TESU,BALS,2025-2026,PROFCOMM,Professional Communication,3,UPPER,false,17,Major
26e0c894-98fe-55f7-9653-3c550a301f69,TESU,BALS,2025-2026,DATA,Applied Statistics / Decision Making,3,UPPER,false,18,Major
6cd62a5a-ce4a-58bd-ad30-36aae6ee7a04,TESU,BALS,2025-2026,ETH2,Professional Ethics,3,UPPER,false,19,Major
3362678c-03e1-55e5-a094-aed4f0ef20eb,TESU,BALS,2025-2026,RES,Applied Inquiry / Research Methods,3,UPPER,false,20,Major
3ec0c6ab-3073-515e-9b9b-6ccdc5986021,TESU,BALS,2025-2026,CONC1,Concentration / Applied Elective I,3,UPPER,false,21,Major
4e985fd9-006d-5fb1-959a-44acf1adce47,TESU,BALS,2025-2026,CONC2,Concentration / Applied Elective II,3,UPPER,false,22,Major
da528707-154e-5c91-bb25-a8c5ce0a59e2,TESU,BALS,2025-2026,CONC3,Concentration / Applied Elective III,3,UPPER,false,23,Major
dcf56175-5009-584f-8d60-2aa08ad6a9ba,TESU,BALS,2025-2026,CONC4,Concentration / Applied Elective IV,3,UPPER,false,24,Major
55e61551-017e-59a6-8381-500fe6d221a3,TESU,BALS,2025-2026,ELEC1,Free Elective I,3,LOWER,false,25,Major
578e6249-d42c-55b8-9177-cc41d582c81c,TESU,BALS,2025-2026,ELEC2,Free Elective II,3,LOWER,false,26,Major
2561e209-1a31-5bfd-8f95-bfca0de9e052,TESU,BALS,2025-2026,ELEC3,Free Elective III,3,LOWER,false,27,Major
82ed9cf8-8541-55f8-a597-d1eb61aa80dd,TESU,BALS,2025-2026,ELEC4,Free Elective IV,3,LOWER,false,28,Major
545b2cdb-f260-58cc-af01-0f286c312ff5,TESU,BALS,2025-2026,ELEC5,Free Elective V,3,LOWER,false,29,Major
72a969fe-f5be-5f0a-885d-278d356483bd,TESU,BALS,2025-2026,ELEC6,Free Elective VI,3,LOWER,false,30,Major
0dccc123-219d-5a55-99e2-99538764e709,TESU,BALS,2025-2026,CAP,Professional Studies / Liberal Studies Capstone,3,UPPER,true,31,Major
da550339-67da-5dc9-845a-eb5711da1d15,EXCELSIOR,BSBA,2025-2026,ENG1,English Composition I,3,LOWER,false,1,General Education
c41533dd-22d2-5561-812c-c168d44849fd,EXCELSIOR,BSBA,2025-2026,ENG2,English Composition II,3,LOWER,false,2,General Education
9abddb0e-89a9-5ff0-bf61-001e987329a5,EXCELSIOR,BSBA,2025-2026,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
c3438d16-5d5f-572c-a94b-c253bfd23bc9,EXCELSIOR,BSBA,2025-2026,STAT,Introductory Statistics,3,LOWER,false,4,General Education
52b49952-5362-5f5a-a075-fadfa7c3b71e,EXCELSIOR,BSBA,2025-2026,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
63117e0e-b693-51cf-b545-e3ec282bba4e,EXCELSIOR,BSBA,2025-2026,NS2,Natural Science,3,LOWER,false,6,General Education
f3350f98-84b2-5c32-ad44-3dfc13653515,EXCELSIOR,BSBA,2025-2026,HUM1,Humanities I,3,LOWER,false,7,General Education
25e3a23f-7a4f-5afd-a0d6-449092b34a90,EXCELSIOR,BSBA,2025-2026,HUM2,Humanities II,3,LOWER,false,8,General Education
20cd1d60-2b68-554f-8111-6a5f68193bcd,EXCELSIOR,BSBA,2025-2026,SS1,Social Science I,3,LOWER,false,9,General Education
a985713d-ccbb-5695-8acb-99f9ec61de2e,EXCELSIOR,BSBA,2025-2026,SS2,Social Science II,3,LOWER,false,10,General Education
6d4ae108-9f2f-51aa-922a-72a98697bba9,EXCELSIOR,BSBA,2025-2026,HIST,History,3,LOWER,false,11,General Education
64930623-8b91-55ef-aa70-dbeeb1cf0e49,EXCELSIOR,BSBA,2025-2026,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
5d00f911-7261-55f7-bcf0-68804f628724,EXCELSIOR,BSBA,2025-2026,ETHICS,Ethics,3,LOWER,false,13,General Education
6f083dd4-8f78-5df5-a572-a328191cfe73,EXCELSIOR,BSBA,2025-2026,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
80072162-d553-5b3a-9d3f-f6dfd49dcb34,EXCELSIOR,BSBA,2025-2026,BUS101,Introduction to Business,3,LOWER,false,15,Major
b92e9a5d-47b0-59d9-86a7-408ae88e8a74,EXCELSIOR,BSBA,2025-2026,ACCT1,Financial Accounting,3,LOWER,false,16,Major
34fabfa6-7718-5a20-b496-72adc823f00c,EXCELSIOR,BSBA,2025-2026,ACCT2,Managerial Accounting,3,LOWER,false,17,Major
f8fb0fad-47f7-5f7e-a304-585384a7ef46,EXCELSIOR,BSBA,2025-2026,MICRO,Microeconomics,3,LOWER,false,18,Major
ef745a15-b18c-57ec-9747-0396f4aa2888,EXCELSIOR,BSBA,2025-2026,MACRO,Macroeconomics,3,LOWER,false,19,Major
5a98fbb1-45dd-52c5-a877-59f3d3f92bba,EXCELSIOR,BSBA,2025-2026,MGT,Principles of Management,3,LOWER,false,20,Major
6b785c95-a0de-5885-9a56-6961b78a19be,EXCELSIOR,BSBA,2025-2026,MKT,Principles of Marketing,3,LOWER,false,21,Major
945c64c3-1a89-528d-99b3-b94e5ae181ea,EXCELSIOR,BSBA,2025-2026,BLAW,Business Law,3,LOWER,false,22,Major
7c422529-77e0-5d86-8341-9b5e8cc88462,EXCELSIOR,BSBA,2025-2026,FIN,Principles of Finance,3,UPPER,false,23,Major
a4dce1cc-f285-52c5-ba90-b2ce958ef718,EXCELSIOR,BSBA,2025-2026,OB,Organizational Behavior,3,UPPER,false,24,Major
3cf420bc-428c-50f1-b162-c9b4813a866b,EXCELSIOR,BSBA,2025-2026,IS,Management Information Systems,3,LOWER,false,25,Major
1ce466f6-a127-5785-a1b9-7d6a51277cfd,EXCELSIOR,BSBA,2025-2026,OPS,Operations Management,3,UPPER,false,26,Major
3f6a348c-7909-5492-81ad-39dff96f9c90,EXCELSIOR,BSBA,2025-2026,HR,Human Resource Management,3,UPPER,false,27,Major
03829477-de7c-5e51-97d0-1a67db62eaf3,EXCELSIOR,BSBA,2025-2026,STRAT,Strategic Management / Capstone,3,UPPER,true,28,Major
8711510a-f073-52e3-a12d-f63fddc8b718,EXCELSIOR,BSBA,2025-2026,BELEC1,Business Elective I,3,UPPER,false,29,Major
4e975e10-86c8-55a7-9a9d-6154a838ae57,EXCELSIOR,BSBA,2025-2026,BELEC2,Business Elective II,3,UPPER,false,30,Major
ede9296c-5236-58e2-b423-3fbc14af0638,EXCELSIOR,BSBA,2025-2026,ELEC1,Free Elective I,3,LOWER,false,31,Major
45be51e9-26f9-5f51-9cf1-47a88e629f5d,EXCELSIOR,BSBA,2025-2026,ELEC2,Free Elective II,3,LOWER,false,32,Major
25e15375-d366-589e-8357-6b5defd13f8e,EXCELSIOR,BSBA,2025-2026,ELEC3,Free Elective III,3,LOWER,false,33,Major
0f09cd09-eeb9-50b2-9b33-603bae38da7b,EXCELSIOR,BSBA,2025-2026,ELEC4,Free Elective IV,3,LOWER,false,34,Major
bc3c7f67-caa2-5479-850f-9dc13071b338,EXCELSIOR,BSCY,2025-2026,ENG1,English Composition I,3,LOWER,false,1,General Education
0fe11793-ab5b-552e-ba9e-75886e2608d7,EXCELSIOR,BSCY,2025-2026,ENG2,English Composition II,3,LOWER,false,2,General Education
dd78fcd9-8a10-5e73-95ec-c2f64b58aafb,EXCELSIOR,BSCY,2025-2026,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
fc021dde-11dd-5445-9090-7ec865d7b1e8,EXCELSIOR,BSCY,2025-2026,STAT,Introductory Statistics,3,LOWER,false,4,General Education
bf00dac3-91d5-5710-816d-23600e636c8e,EXCELSIOR,BSCY,2025-2026,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
e3d961c9-9c75-5b15-932b-b2607ec0007a,EXCELSIOR,BSCY,2025-2026,NS2,Natural Science,3,LOWER,false,6,General Education
c068a9cf-56b6-5d01-b57b-1a56c4e52116,EXCELSIOR,BSCY,2025-2026,HUM1,Humanities I,3,LOWER,false,7,General Education
5a785002-25ce-5aed-b9d3-2998c1d13b79,EXCELSIOR,BSCY,2025-2026,HUM2,Humanities II,3,LOWER,false,8,General Education
29770c8d-081e-5052-8639-f4cff3f43234,EXCELSIOR,BSCY,2025-2026,SS1,Social Science I,3,LOWER,false,9,General Education
37b0a1fe-814f-5473-9afe-dcfe8f34b7bc,EXCELSIOR,BSCY,2025-2026,SS2,Social Science II,3,LOWER,false,10,General Education
5707b43a-0012-5e11-906d-c32b16e0d03c,EXCELSIOR,BSCY,2025-2026,HIST,History,3,LOWER,false,11,General Education
7817b33e-7b88-586d-b41c-948063f2472a,EXCELSIOR,BSCY,2025-2026,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
4c821dc1-adb0-525e-894a-e65db8335e0a,EXCELSIOR,BSCY,2025-2026,ETHICS,Ethics,3,LOWER,false,13,General Education
ba12173c-f0bf-51d9-ad7e-d26bdf901b29,EXCELSIOR,BSCY,2025-2026,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
198624d6-5cc7-57ca-9ecb-6078b50754ac,EXCELSIOR,BSCY,2025-2026,IT101,Introduction to IT / Computing,3,LOWER,false,15,Major
3899372a-8beb-562b-9dff-3b6bcadcf0eb,EXCELSIOR,BSCY,2025-2026,NET,Networking Fundamentals,3,LOWER,false,16,Major
1ed2c93c-1585-56b5-8633-32118c86161d,EXCELSIOR,BSCY,2025-2026,OS,Operating Systems,3,LOWER,false,17,Major
3a51c43c-2d4f-5d4a-8d03-db47543928ba,EXCELSIOR,BSCY,2025-2026,SEC1,Introduction to Cybersecurity,3,LOWER,false,18,Major
c118cc78-0315-5eae-bb5c-1c3ac60d2911,EXCELSIOR,BSCY,2025-2026,PROG,Programming Fundamentals,3,LOWER,false,19,Major
387db4d6-c2cc-57bb-ba30-0768c8963101,EXCELSIOR,BSCY,2025-2026,DB,Database Fundamentals,3,LOWER,false,20,Major
b31bf5b1-837f-5ac8-9f60-5155ec48c040,EXCELSIOR,BSCY,2025-2026,WEB,Web Technologies,3,LOWER,false,21,Major
21ee4b42-0eb8-5926-947a-d497b5908c3a,EXCELSIOR,BSCY,2025-2026,RISK,Cyber Risk Management,3,UPPER,false,22,Major
4e1bc520-f8ef-54cc-8243-e07106053955,EXCELSIOR,BSCY,2025-2026,LAW,Cybersecurity Law and Ethics,3,UPPER,false,23,Major
97369d15-e835-5093-8c7a-3a84e6d46ac1,EXCELSIOR,BSCY,2025-2026,CRYPT,Applied Cryptography,3,UPPER,false,24,Major
ddc5dcd4-3132-5f68-b0b1-7191386ff9e3,EXCELSIOR,BSCY,2025-2026,FOR,Digital Forensics,3,UPPER,false,25,Major
0bf8008f-c426-56eb-b8d8-fabc786d3ec8,EXCELSIOR,BSCY,2025-2026,NETSEC,Network Security,3,UPPER,false,26,Major
b84bd2b0-e077-57b4-a166-136d56b8b9ea,EXCELSIOR,BSCY,2025-2026,PTEST,Penetration Testing,3,UPPER,true,27,Major
75457d04-79df-5f99-890c-2f7423ef816e,EXCELSIOR,BSCY,2025-2026,SEC2,Security Operations,3,UPPER,false,28,Major
fb8f71a5-eba4-59ca-9301-668564514741,EXCELSIOR,BSCY,2025-2026,CAP,Cybersecurity Capstone,3,UPPER,true,29,Major
fec4a5dc-5815-50ba-8a3d-6462df2e63dd,EXCELSIOR,BSCY,2025-2026,CELEC1,Cyber Elective I,3,UPPER,false,30,Major
d01af065-8562-586b-8eca-96a27eb30696,EXCELSIOR,BSCY,2025-2026,ELEC1,Free Elective I,3,LOWER,false,31,Major
4fb3d9b0-b8ac-5330-95e2-de79e85f9b6e,EXCELSIOR,BSCY,2025-2026,ELEC2,Free Elective II,3,LOWER,false,32,Major
546a4ef2-89a7-5b30-b322-8006ee1bef0c,EXCELSIOR,BSCY,2025-2026,ELEC3,Free Elective III,3,LOWER,false,33,Major
0fdb2a23-a85d-5cc1-8a0b-8e3c16da2a41,EXCELSIOR,BSCY,2025-2026,ELEC4,Free Elective IV,3,LOWER,false,34,Major
e3d7e2d8-385c-5665-826e-5ee4a24e999a,EXCELSIOR,BSLA,2025-2026,ENG1,English Composition I,3,LOWER,false,1,General Education
df1d21f0-0801-5f94-a5e8-70ddff674de1,EXCELSIOR,BSLA,2025-2026,ENG2,English Composition II,3,LOWER,false,2,General Education
822d119a-c2d7-5fe3-84b7-c8e6123e9856,EXCELSIOR,BSLA,2025-2026,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
d3c1f05b-dfb0-5923-92f0-bc2c70b9e543,EXCELSIOR,BSLA,2025-2026,STAT,Introductory Statistics,3,LOWER,false,4,General Education
e819e69d-0e9d-5a82-9aa1-b284df4a97a6,EXCELSIOR,BSLA,2025-2026,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
8a1fa66d-8202-54ba-96bf-e07002efcdf8,EXCELSIOR,BSLA,2025-2026,NS2,Natural Science,3,LOWER,false,6,General Education
9d9f1509-76d1-53d0-9e58-9cf9368ef5b0,EXCELSIOR,BSLA,2025-2026,HUM1,Humanities I,3,LOWER,false,7,General Education
e58f25ca-1fae-5cb3-b301-eea42a3e989a,EXCELSIOR,BSLA,2025-2026,HUM2,Humanities II,3,LOWER,false,8,General Education
e56bd881-0be4-5965-a58c-d474e8cdb276,EXCELSIOR,BSLA,2025-2026,SS1,Social Science I,3,LOWER,false,9,General Education
2bffbd2d-3ec8-53d5-866e-c0753d29f900,EXCELSIOR,BSLA,2025-2026,SS2,Social Science II,3,LOWER,false,10,General Education
a795ffa0-5176-5c9b-8fe9-f4b598d34fe1,EXCELSIOR,BSLA,2025-2026,HIST,History,3,LOWER,false,11,General Education
f0a3a2a6-5aae-5277-ab9e-b90de5e485c5,EXCELSIOR,BSLA,2025-2026,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
736be16e-fe9e-5b48-9277-bc0db0c46795,EXCELSIOR,BSLA,2025-2026,ETHICS,Ethics,3,LOWER,false,13,General Education
ad31b66d-a761-5b3e-bfc7-e5cae6422de8,EXCELSIOR,BSLA,2025-2026,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
3df7672a-39e0-5326-b519-bf815b3c06f9,EXCELSIOR,BSLA,2025-2026,ILP,Degree Design / Information Literacy,3,LOWER,false,15,Major
12b092de-84d4-545a-bc48-cf7ab3d5d12c,EXCELSIOR,BSLA,2025-2026,LEAD,Leadership / Organizational Behavior,3,UPPER,false,16,Major
28dc615a-7232-515c-a44b-3e7f7456a627,EXCELSIOR,BSLA,2025-2026,PROFCOMM,Professional Communication,3,UPPER,false,17,Major
fefb767d-13f1-560e-aff8-39ae3db64b91,EXCELSIOR,BSLA,2025-2026,DATA,Applied Statistics / Decision Making,3,UPPER,false,18,Major
ff5ed44c-de60-5a9b-ba50-164fc6074870,EXCELSIOR,BSLA,2025-2026,ETH2,Professional Ethics,3,UPPER,false,19,Major
c8fb6e0c-686c-512d-a83d-1aee2128fff1,EXCELSIOR,BSLA,2025-2026,RES,Applied Inquiry / Research Methods,3,UPPER,false,20,Major
7709b1e5-1825-55fe-9072-7a902cf0cb88,EXCELSIOR,BSLA,2025-2026,CONC1,Concentration / Applied Elective I,3,UPPER,false,21,Major
3a736553-6ea6-5b25-8fef-56f740d73dfe,EXCELSIOR,BSLA,2025-2026,CONC2,Concentration / Applied Elective II,3,UPPER,false,22,Major
d9a21b77-657e-5e2f-af60-7d904ad959ae,EXCELSIOR,BSLA,2025-2026,CONC3,Concentration / Applied Elective III,3,UPPER,false,23,Major
b774f1bc-5a50-51d9-882d-2dc383239738,EXCELSIOR,BSLA,2025-2026,CONC4,Concentration / Applied Elective IV,3,UPPER,false,24,Major
fbcdc54d-9afd-5131-9694-71ac6f24e18a,EXCELSIOR,BSLA,2025-2026,ELEC1,Free Elective I,3,LOWER,false,25,Major
85c4e55b-ed5d-5c4a-b085-e02c96a84dd5,EXCELSIOR,BSLA,2025-2026,ELEC2,Free Elective II,3,LOWER,false,26,Major
4b2be3ae-4fbe-5d18-aa00-bbf47cb04f31,EXCELSIOR,BSLA,2025-2026,ELEC3,Free Elective III,3,LOWER,false,27,Major
519f5fe2-ad02-575f-b04d-2ef605fcd254,EXCELSIOR,BSLA,2025-2026,ELEC4,Free Elective IV,3,LOWER,false,28,Major
bc75544d-8f46-558b-98fa-c5094bc9e96b,EXCELSIOR,BSLA,2025-2026,ELEC5,Free Elective V,3,LOWER,false,29,Major
ed698a2a-1efe-5d8f-bbc5-9f180aac7315,EXCELSIOR,BSLA,2025-2026,ELEC6,Free Elective VI,3,LOWER,false,30,Major
31c77107-1b54-54b5-a7b2-2994efa44bc8,EXCELSIOR,BSLA,2025-2026,CAP,Professional Studies / Liberal Studies Capstone,3,UPPER,true,31,Major
d72872a3-d25b-58b8-9cf6-3208399c1299,COSC,BSBA,2026-2027,ENG1,English Composition I,3,LOWER,false,1,General Education
90d047f9-2fbe-5474-8370-e3478ce2068d,COSC,BSBA,2026-2027,ENG2,English Composition II,3,LOWER,false,2,General Education
db72cd05-393d-53df-87e0-74e40a07a4d4,COSC,BSBA,2026-2027,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
df020177-f25d-548f-a720-a222a7dbd64d,COSC,BSBA,2026-2027,STAT,Introductory Statistics,3,LOWER,false,4,General Education
d440aa1c-2c27-554e-b77a-ead276855b36,COSC,BSBA,2026-2027,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
bba43110-ec58-5117-bcf1-008aeb7e2dd5,COSC,BSBA,2026-2027,NS2,Natural Science,3,LOWER,false,6,General Education
bfc86841-ba96-5ead-a18e-41d6d0c7c686,COSC,BSBA,2026-2027,HUM1,Humanities I,3,LOWER,false,7,General Education
fc86bb98-ba87-5758-bacf-bf1ca643eb59,COSC,BSBA,2026-2027,HUM2,Humanities II,3,LOWER,false,8,General Education
e200b2dd-28d4-525f-9184-5d1eb0ff18e8,COSC,BSBA,2026-2027,SS1,Social Science I,3,LOWER,false,9,General Education
3478559f-d3ff-51b4-b0a9-37782228b73d,COSC,BSBA,2026-2027,SS2,Social Science II,3,LOWER,false,10,General Education
30ad1f94-393c-553c-b165-6ad0cbe01b56,COSC,BSBA,2026-2027,HIST,History,3,LOWER,false,11,General Education
84f3fafe-4cf3-558d-baca-45309c2aaf38,COSC,BSBA,2026-2027,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
6c3668ce-3ee2-5ffb-ac41-5851da8eba5d,COSC,BSBA,2026-2027,ETHICS,Ethics,3,LOWER,false,13,General Education
a8301512-b15d-55cd-8db6-63b23385f5ed,COSC,BSBA,2026-2027,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
908f246a-3a0e-5005-b241-86e92c7688bf,COSC,BSBA,2026-2027,BUS101,Introduction to Business,3,LOWER,false,15,Major
8a220ed2-a3cf-5342-9243-155148e8efaf,COSC,BSBA,2026-2027,ACCT1,Financial Accounting,3,LOWER,false,16,Major
6b5aa873-5472-528e-81f0-e06818aa0aa1,COSC,BSBA,2026-2027,ACCT2,Managerial Accounting,3,LOWER,false,17,Major
965bb51a-4535-5a84-8490-b531bd803bae,COSC,BSBA,2026-2027,MICRO,Microeconomics,3,LOWER,false,18,Major
6b1bce11-001c-5d04-951b-fd62130609e4,COSC,BSBA,2026-2027,MACRO,Macroeconomics,3,LOWER,false,19,Major
e4546756-219b-53b6-af2a-16e92a941aab,COSC,BSBA,2026-2027,MGT,Principles of Management,3,LOWER,false,20,Major
a0e8a774-a3ae-5fd9-a76f-afe72db40325,COSC,BSBA,2026-2027,MKT,Principles of Marketing,3,LOWER,false,21,Major
76d97f46-853e-5ac4-822e-1d74e184b625,COSC,BSBA,2026-2027,BLAW,Business Law,3,LOWER,false,22,Major
05949328-323e-5061-9cc8-a63bdd2baa2a,COSC,BSBA,2026-2027,FIN,Principles of Finance,3,UPPER,false,23,Major
1002f536-eca5-56bc-92a8-ac0c3d489f95,COSC,BSBA,2026-2027,OB,Organizational Behavior,3,UPPER,false,24,Major
a18aa7df-fc2b-5e82-997f-67f338ccbaed,COSC,BSBA,2026-2027,IS,Management Information Systems,3,LOWER,false,25,Major
44ffa01e-818a-586f-a386-9ef9bdbcfd13,COSC,BSBA,2026-2027,OPS,Operations Management,3,UPPER,false,26,Major
c350fa07-86f8-5dee-8683-5b717af83fc3,COSC,BSBA,2026-2027,HR,Human Resource Management,3,UPPER,false,27,Major
0b781cff-4d38-5689-a29c-29095f8ad238,COSC,BSBA,2026-2027,STRAT,Strategic Management / Capstone,3,UPPER,true,28,Major
550138ff-dbb5-50ee-bbbf-66bb9d1f172c,COSC,BSBA,2026-2027,BELEC1,Business Elective I,3,UPPER,false,29,Major
12b350c3-4e2c-56fd-8b84-42b11825df6d,COSC,BSBA,2026-2027,BELEC2,Business Elective II,3,UPPER,false,30,Major
a25e7387-7115-5161-8252-9c18a53bf377,COSC,BSBA,2026-2027,ELEC1,Free Elective I,3,LOWER,false,31,Major
dceabf0a-3054-5c2c-ba2b-bc83d37d80da,COSC,BSBA,2026-2027,ELEC2,Free Elective II,3,LOWER,false,32,Major
0339750f-d09d-5f83-bc0a-cef378dd5412,COSC,BSBA,2026-2027,ELEC3,Free Elective III,3,LOWER,false,33,Major
15d51b88-1cc1-5f89-837b-e58ed42fcfaf,COSC,BSBA,2026-2027,ELEC4,Free Elective IV,3,LOWER,false,34,Major
0119b692-181d-5a42-a6e4-f9e9598e8349,COSC,BSCY,2026-2027,ENG1,English Composition I,3,LOWER,false,1,General Education
9ec92ff7-1118-5a00-ae27-c593a0c85240,COSC,BSCY,2026-2027,ENG2,English Composition II,3,LOWER,false,2,General Education
a079743b-7f7c-53f8-8f01-23c33152ca73,COSC,BSCY,2026-2027,QR,Quantitative Reasoning / College Algebra,3,LOWER,false,3,General Education
359637e5-5a21-53cd-a59f-bd2a4fcb923d,COSC,BSCY,2026-2027,STAT,Introductory Statistics,3,LOWER,false,4,General Education
cffee657-1c70-5b93-af9b-22553beb1337,COSC,BSCY,2026-2027,NS1,Natural Science with Lab,4,LOWER,false,5,General Education
c91b5fc6-07f4-5bdd-a2a0-a1d67b4fbb7e,COSC,BSCY,2026-2027,NS2,Natural Science,3,LOWER,false,6,General Education
1b91b18d-bfd7-57e1-971c-f874e9f9140e,COSC,BSCY,2026-2027,HUM1,Humanities I,3,LOWER,false,7,General Education
00005a1c-59a0-5d99-854a-4608b2fdc74e,COSC,BSCY,2026-2027,HUM2,Humanities II,3,LOWER,false,8,General Education
a3e63094-4d7a-5382-bdda-bab01e0be905,COSC,BSCY,2026-2027,SS1,Social Science I,3,LOWER,false,9,General Education
a8e5c701-e6da-5131-ba09-984432849be9,COSC,BSCY,2026-2027,SS2,Social Science II,3,LOWER,false,10,General Education
86e402f7-ea5f-5535-8cdb-5d94e165412d,COSC,BSCY,2026-2027,HIST,History,3,LOWER,false,11,General Education
ae7e0d9b-7319-55cb-8eaa-6a8c45fb7854,COSC,BSCY,2026-2027,COMM,Public Speaking / Communication,3,LOWER,false,12,General Education
4128fd6c-534d-56e1-89db-58f779055462,COSC,BSCY,2026-2027,ETHICS,Ethics,3,LOWER,false,13,General Education
896d4d68-965c-5334-a871-5dbcb2012bc1,COSC,BSCY,2026-2027,INFO,Information Literacy / Computer Applications,3,LOWER,false,14,General Education
7b441881-8722-5888-a883-ac7a49b1d48d,COSC,BSCY,2026-2027,IT101,Introduction to IT / Computing,3,LOWER,false,15,Major
d6d9ce89-f9ce-59c2-917e-d17317e27ed1,COSC,BSCY,2026-2027,NET,Networking Fundamentals,3,LOWER,false,16,Major
cd1cac52-3b76-5677-b69a-4eca2e386c58,COSC,BSCY,2026-2027,OS,Operating Systems,3,LOWER,false,17,Major
eb325ce5-2d4e-5ae3-b107-2002e6a9c027,COSC,BSCY,2026-2027,SEC1,Introduction to Cybersecurity,3,LOWER,false,18,Major
e403baf0-ab61-5a86-bbe6-9a82eaea1111,COSC,BSCY,2026-2027,PROG,Programming Fundamentals,3,LOWER,false,19,Major
f7d874e6-fc03-51cd-9998-5153fc8380ca,COSC,BSCY,2026-2027,DB,Database Fundamentals,3,LOWER,false,20,Major
a2156687-01dd-5d5b-85e5-919018372611,COSC,BSCY,2026-2027,WEB,Web Technologies,3,LOWER,false,21,Major
e1e5adca-5982-5e0f-b8a8-926592d2fdcf,COSC,BSCY,2026-2027,RISK,Cyber Risk Management,3,UPPER,false,22,Major
95cf5d14-c73e-59e8-aebc-54b795a23aa2,COSC,BSCY,2026-2027,LAW,Cybersecurity Law and Ethics,3,UPPER,false,23,Major
92537c23-535e-585a-8e65-6636b03384cb,COSC,BSCY,2026-2027,CRYPT,Applied Cryptography,3,UPPER,false,24,Major
c9f8e123-ab84-54e0-a071-809fc65aaa68,COSC,BSCY,2026-2027,FOR,Digital Forensics,3,UPPER,false,25,Major
